return_id,order_id,item_id,reason,return_status,requested_date,resolved_date,refund_amount,notes
801030,548796,687992,defective_product,received,2022-02-10,2022-02-13,,Wrong size delivered
818081,546626,637951,wrong_item_sent,received,2021-07-14,2021-07-19,,
844196,562202,631929,arrived_damaged,requested,2023-03-20,,,Packaging was damaged
865339,513513,616103,arrived_damaged,approved,2022-05-04,2022-05-15,,Item arrived in poor condition
854131,589256,691747,not_as_described,refunded,2023-08-26,2023-09-08,597.04,Packaging was damaged
891890,553022,633111,defective_product,approved,2021-05-18,2021-05-31,,
868979,528921,606208,changed_mind,received,2021-07-27,2021-07-30,,
833348,558186,607023,arrived_damaged,approved,2021-05-06,2021-05-19,,
810560,592829,610245,arrived_damaged,approved,2021-05-11,2021-05-29,,
821528,592968,601483,not_as_described,approved,2021-12-29,2022-01-09,,Item arrived in poor condition
800916,561886,610814,not_as_described,refunded,2022-11-11,2022-11-22,484.01,Wrong size delivered
866652,599218,679109,defective_product,refunded,2023-03-26,2023-03-31,56.06,Packaging was damaged
804827,506870,676192,duplicate_order,rejected,2024-06-11,2024-06-17,,
827019,569807,619712,defective_product,refunded,2024-06-23,2024-07-02,45.62,
863852,573054,670816,changed_mind,received,2023-09-02,2023-09-08,,Item stopped working after 2 days
845100,528984,656653,not_as_described,rejected,2021-01-19,2021-01-28,,Wrong size delivered
859903,578401,660511,wrong_item_sent,refunded,2024-02-15,2024-02-28,544.82,Wrong size delivered
838407,523158,626896,duplicate_order,approved,2021-10-19,2021-11-06,,
881413,561961,680358,defective_product,refunded,2022-03-15,2022-03-20,450.83,Packaging was damaged
886220,586196,622688,defective_product,approved,2024-03-27,2024-04-12,,Customer preferred different colour
881368,553113,679494,not_as_described,requested,2024-09-17,,,Customer requested full refund
822715,550859,659260,wrong_item_sent,rejected,2022-06-27,2022-07-09,,
842985,552186,649487,changed_mind,rejected,2021-03-27,2021-04-03,,
807121,599688,657774,duplicate_order,approved,2021-06-24,2021-07-07,,
818970,530638,678860,wrong_item_sent,received,2022-09-12,2022-09-17,,
893906,511325,648083,wrong_item_sent,received,2024-10-26,2024-11-02,,Wrong size delivered
801707,544125,607647,wrong_item_sent,refunded,2023-10-05,2023-10-08,1170.78,Customer preferred different colour
829179,591235,674583,defective_product,requested,2022-10-26,,,
806069,552103,698711,duplicate_order,refunded,2024-02-10,2024-02-17,515.46,
835186,532647,646773,not_as_described,refunded,2021-05-10,2021-05-17,294.0,
894892,525933,611149,defective_product,requested,2021-12-12,,,Item arrived in poor condition
865711,577292,680636,changed_mind,refunded,2022-10-29,2022-11-04,416.69,Customer preferred different colour
895001,569665,627991,arrived_damaged,refunded,2021-05-06,2021-05-15,1102.31,
807732,508997,693820,defective_product,received,2022-11-27,2022-12-04,,
874354,593110,695316,duplicate_order,requested,2021-03-08,,,Item stopped working after 2 days
818675,570895,640470,defective_product,approved,2021-03-18,2021-04-03,,
869863,508028,625734,arrived_damaged,approved,2022-02-03,2022-02-19,,
854246,507866,614818,changed_mind,refunded,2023-04-21,2023-05-04,780.11,
824972,595482,630476,duplicate_order,refunded,2022-02-10,2022-02-18,551.9,
851986,510097,691963,defective_product,refunded,2022-04-17,2022-04-27,418.25,
857230,516877,624808,changed_mind,received,2024-05-21,2024-05-25,,Customer requested full refund
870051,511498,632153,wrong_item_sent,rejected,2024-02-08,2024-02-18,,
871533,576357,639470,wrong_item_sent,approved,2023-02-01,2023-02-18,,Wrong size delivered
893605,547965,616349,arrived_damaged,requested,2022-01-30,,,Item stopped working after 2 days
883298,557676,627108,arrived_damaged,approved,2021-12-05,2021-12-15,,
870391,535579,626231,not_as_described,refunded,2022-07-04,2022-07-15,637.27,Customer requested full refund
871618,524109,605154,not_as_described,approved,2024-03-12,2024-03-26,,Customer preferred different colour
892530,575481,690513,changed_mind,received,2021-09-25,2021-10-02,,
814699,579520,642277,defective_product,approved,2023-12-21,2024-01-11,,Wrong size delivered
880685,589135,659708,not_as_described,received,2021-12-15,2021-12-22,,
824743,517725,648624,arrived_damaged,refunded,2021-05-19,2021-06-02,198.86,
850233,522212,620202,arrived_damaged,requested,2024-06-01,,,
808813,574770,652838,not_as_described,received,2021-06-12,2021-06-14,,
886638,559026,650018,duplicate_order,refunded,2021-04-18,2021-05-01,231.2,Item arrived in poor condition
841965,542909,664442,changed_mind,rejected,2022-05-02,2022-05-06,,
806818,533533,637671,arrived_damaged,rejected,2022-03-30,2022-04-06,,
890145,533888,607993,not_as_described,refunded,2023-12-06,2023-12-17,340.04,
830960,570822,669588,changed_mind,received,2022-04-03,2022-04-09,,Item arrived in poor condition
825764,510341,642244,changed_mind,received,2021-07-12,2021-07-18,,Customer preferred different colour
849988,584206,612803,duplicate_order,approved,2024-05-05,2024-05-21,,
850960,588102,661909,not_as_described,requested,2024-01-12,,,
849914,545687,661153,changed_mind,approved,2024-02-27,2024-03-10,,
847625,513145,625463,not_as_described,approved,2021-07-21,2021-07-29,,Wrong size delivered
853232,577814,661290,changed_mind,requested,2021-06-22,,,Wrong size delivered
893644,581226,669025,duplicate_order,rejected,2023-10-26,2023-11-01,,
835274,515229,615793,defective_product,refunded,2024-10-02,2024-10-15,1518.37,Customer requested full refund
819295,562659,697638,defective_product,refunded,2024-06-27,2024-07-04,409.01,Customer requested full refund
803521,560864,682093,arrived_damaged,approved,2023-12-24,2024-01-03,,
863827,583305,622341,wrong_item_sent,refunded,2024-05-12,2024-05-18,42.64,
819298,574339,642823,arrived_damaged,refunded,2024-09-20,2024-09-25,490.18,
866072,554799,629455,wrong_item_sent,approved,2023-05-24,2023-05-31,,Packaging was damaged
899311,591673,603819,duplicate_order,received,2024-07-02,2024-07-03,,
898160,571301,696208,duplicate_order,refunded,2022-08-27,2022-09-02,431.11,
803958,525311,647080,not_as_described,refunded,2022-09-03,2022-09-13,302.84,Customer preferred different colour
837792,579746,656678,defective_product,refunded,2023-09-18,2023-09-30,1006.18,
809417,508242,618641,wrong_item_sent,received,2024-01-12,2024-01-19,,
895218,551221,672365,defective_product,refunded,2021-07-03,2021-07-07,1009.0,
844121,586168,655414,arrived_damaged,received,2023-08-04,2023-08-08,,Customer requested full refund
860935,569388,622557,not_as_described,approved,2022-04-24,2022-05-07,,
835814,568235,635117,arrived_damaged,refunded,2022-12-12,2022-12-25,252.92,
871770,595257,675063,changed_mind,received,2023-09-05,2023-09-10,,Customer preferred different colour
835696,508739,622126,defective_product,refunded,2024-06-28,2024-07-04,128.05,
890641,577144,680212,not_as_described,refunded,2024-06-16,2024-06-30,373.11,Customer requested full refund
854260,536031,692307,wrong_item_sent,refunded,2022-01-13,2022-01-27,2357.72,
898290,510984,636810,wrong_item_sent,requested,2024-02-05,,,
814583,541101,630369,wrong_item_sent,refunded,2024-01-01,2024-01-10,1797.32,
803815,500824,668603,defective_product,received,2023-04-05,2023-04-09,,
895256,516943,609658,wrong_item_sent,refunded,2023-03-02,2023-03-11,734.12,
897287,526205,668967,wrong_item_sent,approved,2023-08-08,2023-08-18,,Customer preferred different colour
838184,534049,642481,wrong_item_sent,refunded,2022-08-10,2022-08-15,975.67,Packaging was damaged
808074,597292,681358,changed_mind,rejected,2022-11-24,2022-12-07,,
869124,549989,661308,not_as_described,rejected,2021-03-27,2021-04-10,,
849667,523189,622443,not_as_described,refunded,2021-09-09,2021-09-12,523.39,
839059,543194,670757,changed_mind,requested,2021-03-07,,,Item stopped working after 2 days
814811,520869,618043,not_as_described,refunded,2023-09-08,2023-09-12,298.96,Customer preferred different colour
836691,522967,694709,arrived_damaged,approved,2023-12-15,2024-01-03,,Customer preferred different colour
802323,578026,616468,changed_mind,refunded,2021-07-01,2021-07-10,92.42,Packaging was damaged
851091,556784,687765,changed_mind,refunded,2023-06-24,2023-06-30,662.12,Customer requested full refund
814442,542111,657374,not_as_described,refunded,2024-10-03,2024-10-08,203.56,Item arrived in poor condition
865821,546386,621847,wrong_item_sent,refunded,2023-02-12,2023-02-26,266.96,Packaging was damaged
806226,561268,697866,changed_mind,received,2021-12-19,2021-12-24,,
870234,505365,610745,duplicate_order,refunded,2022-07-05,2022-07-15,352.57,
898232,502827,643437,not_as_described,refunded,2023-10-02,2023-10-05,456.84,
825668,522847,682891,duplicate_order,refunded,2022-01-30,2022-02-10,19.79,
825521,578485,625176,wrong_item_sent,refunded,2023-05-24,2023-05-30,182.48,
832080,524141,667849,duplicate_order,refunded,2021-11-02,2021-11-06,139.51,
848594,592522,609870,duplicate_order,refunded,2022-09-27,2022-10-07,68.86,Packaging was damaged
807819,519865,607463,arrived_damaged,received,2022-03-15,2022-03-17,,
840231,536411,604225,duplicate_order,received,2021-07-03,2021-07-10,,Wrong size delivered
861232,583330,653155,duplicate_order,received,2023-10-29,2023-11-02,,Item arrived in poor condition
876001,591235,692312,not_as_described,approved,2022-10-27,2022-11-13,,Item arrived in poor condition
812801,514016,674680,duplicate_order,refunded,2024-08-15,2024-08-26,483.05,Item stopped working after 2 days
890866,582142,644630,not_as_described,approved,2022-10-02,2022-10-17,,
810815,550978,634819,arrived_damaged,rejected,2021-12-06,2021-12-18,,Packaging was damaged
899977,563410,612139,changed_mind,requested,2022-03-25,,,Packaging was damaged
824081,534631,615666,not_as_described,refunded,2021-07-02,2021-07-10,1603.81,
880806,558368,611517,arrived_damaged,approved,2022-08-03,2022-08-22,,Customer requested full refund
883522,554285,603319,not_as_described,approved,2024-06-01,2024-06-22,,
884014,580601,639990,duplicate_order,refunded,2024-05-20,2024-05-30,282.6,Customer requested full refund
840413,593699,603746,duplicate_order,refunded,2021-08-31,2021-09-12,750.49,Customer requested full refund
874569,534867,665008,not_as_described,refunded,2023-03-31,2023-04-14,74.58,
823460,558493,613242,changed_mind,rejected,2023-07-24,2023-08-04,,Wrong size delivered
877648,571399,678888,changed_mind,refunded,2022-12-11,2022-12-20,543.68,Wrong size delivered
836280,534849,601964,defective_product,approved,2022-12-21,2023-01-10,,
888501,504398,640132,wrong_item_sent,refunded,2021-05-28,2021-06-08,68.7,Packaging was damaged
828189,591503,640054,duplicate_order,approved,2022-08-24,2022-09-07,,
853035,551265,645926,changed_mind,refunded,2022-11-18,2022-11-23,496.08,
818104,522944,640113,changed_mind,approved,2021-08-20,2021-09-07,,
823734,564585,630562,duplicate_order,refunded,2024-06-20,2024-06-30,102.33,
851809,512615,689515,duplicate_order,refunded,2022-06-12,2022-06-22,124.47,
878177,546284,614652,duplicate_order,rejected,2022-04-02,2022-04-09,,Item stopped working after 2 days
848792,597292,692569,not_as_described,refunded,2022-11-20,2022-11-26,253.76,Wrong size delivered
872609,538795,600524,not_as_described,refunded,2021-08-28,2021-09-10,445.19,Item arrived in poor condition
866465,519549,684471,wrong_item_sent,approved,2024-03-01,2024-03-12,,Item stopped working after 2 days
836696,595077,622225,defective_product,approved,2023-10-27,2023-11-15,,
883738,593148,694729,not_as_described,refunded,2023-11-03,2023-11-14,867.63,Customer preferred different colour
842681,522669,642106,changed_mind,refunded,2022-11-22,2022-12-02,599.13,
862932,550900,677979,defective_product,refunded,2022-10-02,2022-10-15,282.2,Packaging was damaged
860599,592944,633974,not_as_described,requested,2023-05-27,,,
822122,527282,619848,wrong_item_sent,received,2021-03-05,2021-03-07,,
897381,519958,693588,not_as_described,requested,2023-02-22,,,Wrong size delivered
837709,556799,640229,wrong_item_sent,received,2021-11-02,2021-11-05,,
803030,582159,684635,duplicate_order,received,2024-08-02,2024-08-06,,
841492,583927,639993,wrong_item_sent,refunded,2021-09-13,2021-09-17,523.66,Customer requested full refund
878421,501130,685651,wrong_item_sent,refunded,2023-06-04,2023-06-18,331.68,Item stopped working after 2 days
868206,545974,662250,changed_mind,approved,2023-01-13,2023-01-24,,
897494,532908,624427,defective_product,refunded,2022-12-12,2022-12-18,971.88,
881276,506930,650215,defective_product,refunded,2021-02-15,2021-02-22,580.9,Wrong size delivered
847491,579672,653087,changed_mind,requested,2022-07-27,,,Wrong size delivered
820272,534321,686194,wrong_item_sent,refunded,2021-08-08,2021-08-16,470.36,Customer preferred different colour
889245,518094,674829,wrong_item_sent,approved,2021-07-13,2021-07-25,,Wrong size delivered
805319,528192,692226,changed_mind,requested,2023-07-15,,,
845053,589085,649555,changed_mind,approved,2024-08-02,2024-08-23,,Item stopped working after 2 days
880473,579220,637393,changed_mind,refunded,2022-04-21,2022-05-02,509.66,
867780,533656,642502,arrived_damaged,refunded,2023-04-07,2023-04-11,258.72,
848082,517111,631037,defective_product,refunded,2024-04-21,2024-04-26,492.46,
814083,578082,650082,wrong_item_sent,refunded,2022-06-03,2022-06-08,444.79,
848645,534564,668421,arrived_damaged,refunded,2023-02-04,2023-02-10,357.98,
821397,549012,649545,changed_mind,refunded,2023-07-17,2023-07-26,458.86,Customer preferred different colour
812094,561823,652693,defective_product,refunded,2024-07-23,2024-08-06,63.13,
814890,592895,602760,defective_product,refunded,2024-10-20,2024-10-25,265.08,Wrong size delivered
837892,529273,650438,duplicate_order,requested,2021-10-28,,,
868824,584938,670872,duplicate_order,received,2021-11-08,2021-11-14,,
872646,528355,687400,not_as_described,approved,2023-07-10,2023-07-20,,Item arrived in poor condition
817620,508688,629727,duplicate_order,refunded,2024-02-12,2024-02-16,1031.87,
852922,510144,678234,defective_product,approved,2022-05-11,2022-05-24,,
899943,508860,680495,not_as_described,refunded,2022-03-11,2022-03-20,1845.46,Customer requested full refund
866454,541930,612265,changed_mind,refunded,2023-01-13,2023-01-21,1849.34,Packaging was damaged
877033,510089,681063,arrived_damaged,approved,2023-01-17,2023-02-01,,
834008,532941,657445,not_as_described,approved,2022-08-17,2022-08-31,,Packaging was damaged
868519,550001,681864,defective_product,received,2023-07-19,2023-07-23,,
884728,517464,671240,arrived_damaged,received,2023-10-30,2023-10-31,,Wrong size delivered
831123,545129,667022,not_as_described,refunded,2024-01-19,2024-01-25,370.03,
815949,531646,663595,not_as_described,approved,2022-05-25,2022-06-14,,Packaging was damaged
867686,533382,615414,defective_product,received,2024-04-14,2024-04-18,,Wrong size delivered
859031,557033,611761,duplicate_order,refunded,2021-08-19,2021-08-28,257.52,Packaging was damaged
866475,526864,694687,duplicate_order,requested,2023-11-28,,,Customer requested full refund
852396,555082,651973,arrived_damaged,approved,2022-02-02,2022-02-23,,
832998,557165,601916,changed_mind,refunded,2024-05-09,2024-05-21,1310.85,Packaging was damaged
817383,516299,633288,arrived_damaged,refunded,2022-10-23,2022-11-06,1010.91,
850401,559260,662579,changed_mind,refunded,2023-05-19,2023-05-22,135.29,
803467,590871,629133,defective_product,approved,2023-09-21,2023-10-11,,
809970,505896,613322,defective_product,rejected,2022-05-26,2022-06-07,,Item stopped working after 2 days
830615,543691,698737,not_as_described,refunded,2021-09-08,2021-09-17,786.32,Wrong size delivered
847248,503312,678706,defective_product,requested,2022-03-01,,,Packaging was damaged
869463,534508,601337,defective_product,refunded,2024-04-26,2024-05-06,470.96,
865507,589422,687194,wrong_item_sent,received,2023-06-21,2023-06-22,,
898983,501684,605578,not_as_described,refunded,2022-12-09,2022-12-17,387.4,
850861,517725,618513,changed_mind,refunded,2021-05-27,2021-06-03,2010.32,Wrong size delivered
878407,585863,687617,changed_mind,approved,2023-02-27,2023-03-18,,Customer requested full refund
845260,570899,650635,not_as_described,received,2023-09-03,2023-09-07,,
822508,578082,622493,arrived_damaged,refunded,2022-06-15,2022-06-24,279.64,Packaging was damaged
864489,544231,628753,arrived_damaged,refunded,2022-09-11,2022-09-22,234.24,
829062,553154,662052,wrong_item_sent,received,2023-12-06,2023-12-12,,Wrong size delivered
835690,530332,678989,not_as_described,approved,2022-11-24,2022-12-12,,Customer preferred different colour
863576,557565,652022,wrong_item_sent,received,2024-02-18,2024-02-23,,Customer requested full refund
820728,598049,681448,not_as_described,refunded,2021-04-01,2021-04-13,219.13,
836519,520474,604551,not_as_described,refunded,2022-07-26,2022-08-01,320.82,
899975,526424,634849,changed_mind,rejected,2022-05-05,2022-05-15,,Packaging was damaged
880057,550834,683100,defective_product,rejected,2023-05-21,2023-05-27,,
849711,559555,659273,not_as_described,approved,2023-09-17,2023-09-28,,Customer preferred different colour
846921,586422,641095,duplicate_order,approved,2023-03-03,2023-03-16,,Wrong size delivered
847313,555612,639111,changed_mind,refunded,2022-04-14,2022-04-24,1361.7,
840363,518151,672962,arrived_damaged,received,2022-07-25,2022-07-26,,
878242,532070,660583,defective_product,refunded,2022-12-16,2022-12-25,499.1,Wrong size delivered
882530,508593,665575,duplicate_order,approved,2024-03-07,2024-03-19,,Item arrived in poor condition
831812,501631,630235,arrived_damaged,refunded,2023-12-08,2023-12-21,452.97,
897887,517169,620314,arrived_damaged,refunded,2022-08-15,2022-08-28,192.31,Item stopped working after 2 days
804010,549669,655143,arrived_damaged,rejected,2021-11-19,2021-11-28,,
887029,535036,634400,changed_mind,refunded,2023-12-21,2024-01-04,729.09,
852196,587230,668668,not_as_described,received,2021-11-21,2021-11-23,,
840043,524032,621192,not_as_described,refunded,2024-01-14,2024-01-24,488.25,
843287,504167,675645,not_as_described,refunded,2021-01-24,2021-01-29,439.99,
886225,511641,618815,wrong_item_sent,approved,2024-05-09,2024-05-25,,
807490,512537,674963,duplicate_order,refunded,2023-03-21,2023-04-01,1160.38,Customer preferred different colour
834466,559727,660136,not_as_described,refunded,2023-05-23,2023-05-26,1182.16,Customer requested full refund
840405,518926,643843,arrived_damaged,requested,2023-10-01,,,
800025,561162,603221,duplicate_order,requested,2023-07-10,,,
825808,571351,629228,not_as_described,approved,2023-08-12,2023-09-02,,
892374,543922,617151,changed_mind,received,2021-04-04,2021-04-08,,
891978,597392,616905,wrong_item_sent,refunded,2022-04-05,2022-04-17,1453.61,
875820,564323,647298,wrong_item_sent,refunded,2023-04-19,2023-05-01,67.37,
838568,579118,646512,not_as_described,rejected,2022-12-27,2023-01-09,,Item arrived in poor condition
860086,510193,692124,defective_product,requested,2023-08-12,,,
845820,552186,610483,wrong_item_sent,approved,2021-04-01,2021-04-08,,
873620,553500,691802,defective_product,refunded,2024-05-04,2024-05-08,492.78,
883965,500973,640854,duplicate_order,refunded,2023-05-17,2023-05-30,423.5,Wrong size delivered
865005,577165,678561,duplicate_order,received,2024-09-16,2024-09-20,,Item stopped working after 2 days
878350,539466,683311,not_as_described,rejected,2022-02-16,2022-02-21,,Customer requested full refund
808282,537108,654241,not_as_described,refunded,2024-08-26,2024-09-05,363.77,
824397,586757,689258,changed_mind,approved,2024-07-17,2024-07-26,,Packaging was damaged
855238,561397,673184,duplicate_order,refunded,2024-04-01,2024-04-04,344.92,
879916,580425,640199,arrived_damaged,received,2023-08-27,2023-08-30,,
818708,560144,649259,arrived_damaged,received,2023-11-02,2023-11-06,,Item arrived in poor condition
806960,550842,655979,arrived_damaged,received,2022-03-22,2022-03-25,,Item arrived in poor condition
826781,569478,663794,wrong_item_sent,refunded,2021-05-04,2021-05-10,1287.37,Item arrived in poor condition
871862,510118,612413,arrived_damaged,approved,2024-02-14,2024-02-28,,
893998,510149,607788,duplicate_order,refunded,2022-06-16,2022-06-24,919.7,
889209,539084,673873,arrived_damaged,refunded,2023-02-21,2023-03-01,285.7,Customer preferred different colour
812533,594641,682542,not_as_described,requested,2022-05-23,,,Item stopped working after 2 days
832544,574425,641530,not_as_described,approved,2021-06-21,2021-07-10,,Customer preferred different colour
832710,518696,657570,defective_product,refunded,2021-06-12,2021-06-21,51.97,Item arrived in poor condition
891552,550978,680382,changed_mind,rejected,2021-12-03,2021-12-10,,Customer requested full refund
861560,549271,662769,duplicate_order,refunded,2024-03-01,2024-03-10,239.46,
817299,536746,646924,defective_product,refunded,2022-11-08,2022-11-15,887.23,
800798,516543,634496,wrong_item_sent,refunded,2021-10-05,2021-10-09,1797.55,Item stopped working after 2 days
888490,554879,632671,wrong_item_sent,received,2021-01-29,2021-02-02,,
898472,560920,671656,not_as_described,refunded,2022-05-17,2022-05-20,563.51,
828233,576586,634082,duplicate_order,rejected,2023-07-22,2023-08-05,,
860329,596387,684765,not_as_described,approved,2021-09-02,2021-09-17,,Item stopped working after 2 days
895624,509104,698281,duplicate_order,approved,2023-04-17,2023-04-24,,Packaging was damaged
825455,579362,696750,changed_mind,approved,2023-12-07,2023-12-19,,
804684,521786,642045,not_as_described,refunded,2024-03-09,2024-03-15,172.68,
847706,556066,666111,changed_mind,refunded,2022-06-05,2022-06-18,882.41,
817566,553345,626248,wrong_item_sent,refunded,2022-01-05,2022-01-09,376.44,
898507,510505,683435,wrong_item_sent,received,2024-01-16,2024-01-23,,Customer requested full refund
801226,552404,614615,wrong_item_sent,received,2022-09-16,2022-09-22,,Item arrived in poor condition
880242,579311,621866,duplicate_order,refunded,2024-04-25,2024-04-28,246.45,Packaging was damaged
855639,598350,658495,wrong_item_sent,refunded,2023-04-27,2023-04-30,362.21,
859365,529439,639455,changed_mind,approved,2023-11-19,2023-11-29,,Packaging was damaged
836786,541713,663465,arrived_damaged,received,2023-10-18,2023-10-20,,
875063,560156,670201,wrong_item_sent,refunded,2024-03-06,2024-03-09,2135.68,
813048,504876,639004,changed_mind,received,2022-11-07,2022-11-12,,
877116,527069,659489,wrong_item_sent,rejected,2023-04-11,2023-04-16,,
894462,522046,677950,arrived_damaged,requested,2024-09-18,,,Item stopped working after 2 days
876659,500859,644655,arrived_damaged,rejected,2023-03-19,2023-03-25,,
809687,570330,640509,duplicate_order,requested,2021-02-25,,,
893740,591591,638185,defective_product,approved,2022-02-12,2022-02-21,,
817864,584466,683060,wrong_item_sent,refunded,2022-07-20,2022-07-30,270.55,
827395,527228,670376,defective_product,refunded,2023-07-24,2023-08-06,470.15,Item arrived in poor condition
884713,581982,658179,defective_product,refunded,2021-02-10,2021-02-14,221.02,
886430,564443,619216,duplicate_order,requested,2024-01-02,,,
844957,524884,689572,not_as_described,received,2023-03-15,2023-03-20,,Item arrived in poor condition
824023,555210,695946,duplicate_order,refunded,2023-08-29,2023-09-04,52.39,
859014,539985,607370,defective_product,refunded,2021-09-28,2021-10-08,862.5,
878447,598514,633121,wrong_item_sent,refunded,2023-02-01,2023-02-15,120.08,
850270,532702,611974,defective_product,rejected,2023-01-21,2023-01-28,,
814208,576591,616159,changed_mind,refunded,2021-07-12,2021-07-20,971.97,Wrong size delivered
829051,594750,648655,wrong_item_sent,approved,2022-07-01,2022-07-10,,Packaging was damaged
886832,565562,691662,defective_product,refunded,2024-07-12,2024-07-24,569.59,Customer preferred different colour
863423,564585,683018,not_as_described,refunded,2024-06-18,2024-06-30,176.16,Customer requested full refund
863606,539131,604918,wrong_item_sent,approved,2024-01-07,2024-01-25,,
895325,570247,678755,wrong_item_sent,refunded,2021-07-08,2021-07-22,427.14,
868055,589130,621313,defective_product,approved,2024-05-02,2024-05-10,,
855985,501511,614684,duplicate_order,received,2021-08-15,2021-08-22,,Customer requested full refund
867861,569419,642933,not_as_described,refunded,2022-06-22,2022-06-27,266.08,Wrong size delivered
838571,582593,621005,defective_product,refunded,2022-09-05,2022-09-12,578.25,Customer requested full refund
811393,511916,627585,arrived_damaged,refunded,2021-05-11,2021-05-15,337.49,Wrong size delivered
838752,563303,669889,changed_mind,refunded,2022-03-31,2022-04-12,411.91,Customer preferred different colour
870147,545140,697877,duplicate_order,requested,2022-10-05,,,
830442,559012,642906,defective_product,rejected,2021-11-23,2021-11-26,,Customer preferred different colour
801216,527520,667338,arrived_damaged,refunded,2022-09-27,2022-10-04,1175.1,Item arrived in poor condition
822749,534212,691333,defective_product,refunded,2022-09-23,2022-10-05,308.33,Customer requested full refund
831623,547775,696153,duplicate_order,refunded,2022-05-11,2022-05-24,261.03,Customer preferred different colour
837132,500569,671214,duplicate_order,approved,2022-05-15,2022-06-05,,
802430,581768,684482,defective_product,rejected,2021-07-06,2021-07-15,,
894899,590871,639084,wrong_item_sent,approved,2023-09-24,2023-10-07,,
881126,579128,680911,arrived_damaged,refunded,2021-09-07,2021-09-21,524.44,Wrong size delivered
800695,594386,643250,wrong_item_sent,approved,2024-04-09,2024-04-19,,Item stopped working after 2 days
837600,517725,689930,wrong_item_sent,received,2021-06-03,2021-06-04,,Packaging was damaged
888665,506423,651486,defective_product,received,2023-10-09,2023-10-14,,Wrong size delivered
897607,563789,613964,changed_mind,refunded,2021-09-05,2021-09-19,54.78,Wrong size delivered
843846,527294,617675,duplicate_order,approved,2024-05-17,2024-06-06,,Packaging was damaged
807539,504376,695438,not_as_described,received,2021-05-23,2021-05-29,,
829195,541286,639815,changed_mind,approved,2024-10-04,2024-10-14,,Wrong size delivered
816288,504772,691835,duplicate_order,refunded,2023-02-18,2023-02-22,34.66,
800725,501047,617486,arrived_damaged,rejected,2023-12-07,2023-12-21,,Wrong size delivered
894240,570667,607709,wrong_item_sent,refunded,2022-04-24,2022-05-01,709.52,
885691,551556,617766,changed_mind,requested,2023-04-22,,,Customer preferred different colour
887383,560156,675089,changed_mind,rejected,2024-02-29,2024-03-13,,Item arrived in poor condition
876362,506358,687029,duplicate_order,received,2022-06-03,2022-06-08,,Item stopped working after 2 days
804837,502472,639904,arrived_damaged,approved,2022-08-16,2022-09-04,,
824122,572152,656739,not_as_described,refunded,2023-05-17,2023-05-21,255.57,
878339,557202,642289,arrived_damaged,received,2024-07-02,2024-07-09,,
890707,599112,633994,arrived_damaged,received,2021-08-14,2021-08-19,,
812543,547819,672235,not_as_described,refunded,2024-01-05,2024-01-08,313.17,
886598,586412,629086,changed_mind,refunded,2021-06-15,2021-06-23,778.39,Customer requested full refund
872629,538908,609329,defective_product,rejected,2021-04-19,2021-04-30,,
887006,519654,614990,not_as_described,refunded,2022-04-14,2022-04-23,296.87,Item stopped working after 2 days
826568,565039,685187,arrived_damaged,rejected,2023-04-16,2023-04-29,,Item arrived in poor condition
870817,573995,651092,changed_mind,rejected,2022-11-22,2022-11-30,,
804687,529542,665904,arrived_damaged,refunded,2022-01-13,2022-01-17,1459.44,
856599,562126,638265,duplicate_order,received,2021-09-04,2021-09-09,,
811276,583956,601041,wrong_item_sent,rejected,2023-01-04,2023-01-17,,Item arrived in poor condition
879622,520949,672035,not_as_described,refunded,2022-09-28,2022-10-06,61.85,Customer preferred different colour
812240,529723,657871,not_as_described,approved,2024-09-03,2024-09-10,,Item arrived in poor condition
873732,522332,659213,duplicate_order,refunded,2021-03-21,2021-03-30,496.42,
864315,597292,630151,defective_product,refunded,2022-11-17,2022-11-27,546.37,Wrong size delivered
815356,559023,634460,changed_mind,received,2024-09-27,2024-09-28,,
822115,573964,672451,changed_mind,refunded,2023-05-02,2023-05-11,951.04,
887176,517758,669956,arrived_damaged,refunded,2024-04-14,2024-04-22,299.75,Item arrived in poor condition
844134,518861,695326,defective_product,refunded,2022-05-10,2022-05-23,537.48,Packaging was damaged
849548,538168,664068,defective_product,received,2024-05-29,2024-06-05,,Item arrived in poor condition
896445,549747,610748,wrong_item_sent,approved,2022-03-18,2022-04-01,,
898312,542611,672781,changed_mind,rejected,2021-05-15,2021-05-29,,
848885,569867,613727,duplicate_order,refunded,2023-04-09,2023-04-14,395.25,
865082,558202,629661,defective_product,requested,2024-06-22,,,Customer requested full refund
888922,501307,691184,wrong_item_sent,rejected,2021-08-06,2021-08-15,,
887572,526678,633039,duplicate_order,refunded,2022-05-31,2022-06-05,48.2,Item arrived in poor condition
899023,586267,670793,changed_mind,refunded,2022-08-04,2022-08-18,1046.94,Customer requested full refund
868237,576608,601408,changed_mind,approved,2023-07-09,2023-07-24,,
869115,518440,633255,not_as_described,approved,2022-02-27,2022-03-16,,
872990,557350,601367,defective_product,rejected,2021-02-16,2021-02-23,,Packaging was damaged
886823,507397,653816,not_as_described,approved,2024-02-20,2024-03-07,,Item arrived in poor condition
831119,564871,633947,not_as_described,approved,2022-03-05,2022-03-24,,
811257,535444,611032,changed_mind,refunded,2023-03-06,2023-03-17,371.23,Customer requested full refund
