order_id,customer_id,order_date,status,payment_method,shipping_method,shipping_cost,discount_pct,coupon_code,shipping_date,delivery_date,is_gift
525450,476502,2021-04-18,shipped,credit_card,standard,0,,,2021-04-21,,False
563197,429232,2023-06-13,delivered,debit_card,standard,3.99,,,2023-06-14,2023-06-20,False
586569,408526,2023-03-12,delivered,credit_card,express,4.99,,,2023-03-15,2023-03-19,False
581090,411255,2024-08-09,delivered,apple_pay,standard,14.99,,,2024-08-11,2024-08-15,False
541385,488486,2022-03-18,returned,debit_card,next_day,0,0,,2022-03-20,,False
512705,416118,2021-01-19,delivered,credit_card,standard,0,15,,2021-01-20,2021-01-22,False
501668,460415,2022-04-17,delivered,paypal,express,6.99,,,2022-04-21,2022-04-28,False
506793,449425,2022-12-10,delivered,credit_card,economy,4.99,10,,2022-12-11,2022-12-16,False
565038,486356,2024-01-07,delivered,credit_card,express,4.99,,,2024-01-11,2024-01-18,False
564250,404822,2023-05-12,processing,credit_card,standard,4.99,20,,,,False
564994,491066,2024-06-01,delivered,paypal,standard,4.99,10,SAVE24,2024-06-05,2024-06-06,False
525749,474473,2023-05-30,delivered,debit_card,economy,0,,,2023-06-03,2023-06-09,False
584195,473315,2021-10-05,delivered,paypal,standard,6.99,,SAVE27,2021-10-08,2021-10-09,False
522224,463346,2021-06-19,delivered,paypal,standard,3.99,,,2021-06-21,2021-06-22,False
509604,426379,2023-05-01,delivered,paypal,express,4.99,0,SAVE12,2023-05-05,2023-05-13,False
565054,478584,2022-12-11,shipped,credit_card,standard,14.99,,,2022-12-15,,False
545824,473328,2022-07-13,shipped,apple_pay,standard,9.99,10,,2022-07-16,,False
508140,488112,2021-07-06,delivered,credit_card,economy,4.99,,SAVE9,2021-07-07,2021-07-12,False
529590,407312,2022-04-02,delivered,debit_card,standard,0,,,2022-04-06,2022-04-07,False
554924,457127,2024-09-08,delivered,credit_card,express,14.99,,,2024-09-13,2024-09-17,False
511293,460844,2023-04-28,pending,debit_card,express,9.99,,,,,False
599296,403934,2021-10-09,returned,debit_card,standard,0,,,2021-10-14,,True
575444,407530,2024-08-29,delivered,credit_card,standard,9.99,,,2024-08-31,2024-09-06,False
599850,481965,2023-11-17,processing,apple_pay,standard,9.99,,,,,False
586932,453356,2022-04-10,pending,bank_transfer,standard,4.99,,,,,False
523506,430169,2023-09-08,delivered,debit_card,economy,14.99,,,2023-09-09,2023-09-16,False
505896,439062,2022-04-27,delivered,bank_transfer,standard,4.99,,SAVE11,2022-05-01,2022-05-08,False
591096,470601,2023-09-18,delivered,bank_transfer,standard,9.99,25,,2023-09-22,2023-09-25,False
543715,473272,2023-05-13,processing,paypal,economy,3.99,,SAVE11,,,False
581528,495907,2021-02-22,cancelled,paypal,next_day,9.99,20,,,,False
597545,438672,2022-12-05,cancelled,paypal,standard,6.99,,,,,False
576523,459293,2022-11-05,delivered,credit_card,click_and_collect,0,,SAVE9,2022-11-10,2022-11-19,False
578331,401558,2022-02-23,processing,credit_card,economy,3.99,,,,,False
594664,410998,2023-03-12,cancelled,credit_card,standard,3.99,,,,,True
509303,470601,2024-04-12,shipped,debit_card,express,3.99,,SAVE10,2024-04-15,,True
577435,451201,2024-01-25,delivered,google_pay,click_and_collect,0,,,2024-01-29,2024-02-07,False
567585,478852,2022-06-21,processing,debit_card,click_and_collect,6.99,25,,,,False
563475,480012,2022-04-20,shipped,debit_card,next_day,4.99,25,,2022-04-24,,False
525346,429555,2021-10-05,delivered,paypal,standard,4.99,,SAVE13,2021-10-09,2021-10-14,False
527520,468733,2022-09-21,delivered,debit_card,next_day,0,,SAVE23,2022-09-24,2022-09-27,True
560243,429431,2021-09-29,returned,credit_card,standard,3.99,,,2021-10-03,,False
524887,428256,2023-08-18,processing,paypal,click_and_collect,0,,,,,False
539094,451361,2022-12-19,delivered,google_pay,economy,3.99,10,SAVE16,2022-12-20,2022-12-27,False
595913,489404,2021-06-22,processing,paypal,standard,4.99,,,,,False
538525,474393,2023-09-08,shipped,credit_card,express,4.99,,SAVE23,2023-09-13,,False
540699,431242,2021-06-21,delivered,google_pay,next_day,14.99,,,2021-06-25,2021-07-04,True
536052,457498,2022-01-01,delivered,bank_transfer,standard,4.99,,,2022-01-03,2022-01-11,False
558792,449425,2021-11-24,shipped,paypal,express,0,5,,2021-11-25,,False
537566,473328,2023-04-30,delivered,credit_card,express,14.99,,SAVE14,2023-05-02,2023-05-10,False
579814,431407,2024-06-05,delivered,debit_card,express,4.99,,,2024-06-09,2024-06-14,True
500011,492720,2024-07-24,shipped,google_pay,express,0,10,,2024-07-25,,False
535511,493493,2022-10-24,delivered,debit_card,standard,14.99,20,,2022-10-29,2022-11-07,False
564668,483335,2023-10-17,delivered,credit_card,standard,14.99,,,2023-10-19,2023-10-22,False
556525,419527,2021-03-28,delivered,bank_transfer,standard,0,,,2021-03-29,2021-04-02,True
503364,460925,2022-11-13,delivered,paypal,economy,4.99,,,2022-11-16,2022-11-22,False
558186,417047,2021-04-15,delivered,debit_card,standard,9.99,0,,2021-04-18,2021-04-27,True
598276,440673,2024-04-28,delivered,credit_card,express,4.99,,,2024-04-29,2024-05-07,False
570063,479391,2022-04-18,cancelled,apple_pay,standard,3.99,,,,,False
554523,499834,2023-05-27,delivered,debit_card,next_day,0,20,,2023-05-30,2023-06-01,False
516865,454154,2024-02-03,shipped,paypal,express,3.99,0,,2024-02-04,,False
529555,480753,2023-07-08,pending,paypal,express,9.99,,,,,True
541315,463097,2023-02-16,pending,bank_transfer,economy,6.99,20,,,,False
508609,439986,2021-07-07,delivered,debit_card,standard,6.99,0,SAVE21,2021-07-11,2021-07-13,False
500673,408853,2023-04-12,delivered,credit_card,standard,9.99,,,2023-04-16,2023-04-25,False
590679,403667,2024-09-13,delivered,paypal,economy,6.99,20,,2024-09-16,2024-09-18,False
561660,462289,2021-05-06,delivered,debit_card,standard,0,20,,2021-05-10,2021-05-19,False
554203,425146,2022-12-05,delivered,paypal,standard,3.99,,SAVE30,2022-12-06,2022-12-13,False
542120,433496,2023-12-03,delivered,paypal,express,9.99,,SAVE8,2023-12-05,2023-12-15,False
509989,474199,2024-06-26,delivered,credit_card,express,4.99,,,2024-06-27,2024-06-28,False
599228,449081,2021-09-28,shipped,bank_transfer,express,14.99,,,2021-10-02,,False
579731,448319,2024-07-04,processing,credit_card,standard,14.99,5,,,,False
509344,401105,2024-04-27,cancelled,paypal,next_day,3.99,,SAVE8,,,False
561763,436848,2021-11-06,shipped,credit_card,click_and_collect,0,,SAVE16,2021-11-10,,False
582558,425101,2023-06-16,delivered,debit_card,express,6.99,,SAVE30,2023-06-17,2023-06-21,False
504471,449034,2023-12-29,delivered,paypal,standard,4.99,,SAVE19,2023-12-30,2024-01-06,True
590185,481684,2022-10-15,delivered,credit_card,next_day,0,20,SAVE18,2022-10-20,2022-10-25,False
573054,418931,2023-08-15,delivered,credit_card,economy,3.99,,,2023-08-16,2023-08-17,False
546829,430997,2023-06-18,delivered,paypal,economy,6.99,,,2023-06-22,2023-06-23,False
511773,486626,2021-09-26,returned,credit_card,standard,3.99,,,2021-09-29,,True
563349,408526,2023-01-03,delivered,credit_card,standard,14.99,10,,2023-01-06,2023-01-07,False
591105,407512,2023-03-11,shipped,bank_transfer,economy,0,5,,2023-03-16,,False
531312,425228,2024-04-30,delivered,apple_pay,next_day,4.99,,,2024-05-02,2024-05-03,False
586168,486626,2023-07-20,delivered,debit_card,express,9.99,,,2023-07-24,2023-08-02,False
521818,499486,2022-02-06,delivered,credit_card,next_day,6.99,,,2022-02-08,2022-02-11,False
570544,479391,2023-12-19,returned,credit_card,standard,9.99,20,SAVE14,2023-12-23,,False
545496,435785,2021-05-12,cancelled,credit_card,standard,0,15,,,,False
510283,419566,2021-06-28,delivered,paypal,standard,6.99,5,,2021-06-29,2021-07-01,False
535125,451201,2024-01-25,shipped,credit_card,express,6.99,5,,2024-01-27,,False
546094,418630,2024-06-04,pending,paypal,standard,3.99,,SAVE28,,,False
550269,457892,2022-11-08,delivered,credit_card,express,6.99,,,2022-11-12,2022-11-17,False
525242,490380,2024-04-28,shipped,paypal,standard,9.99,,SAVE18,2024-05-02,,False
533527,451744,2021-11-24,delivered,debit_card,express,0,,,2021-11-27,2021-12-03,False
504854,428256,2022-01-30,shipped,credit_card,standard,14.99,20,SAVE12,2022-01-31,,False
579300,426263,2021-07-24,delivered,credit_card,express,3.99,,,2021-07-25,2021-08-02,False
509617,424824,2022-04-08,delivered,paypal,express,3.99,,SAVE19,2022-04-12,2022-04-17,False
573183,465509,2022-03-28,pending,credit_card,click_and_collect,14.99,,,,,False
546401,459133,2024-07-17,cancelled,paypal,standard,4.99,15,,,,True
566700,452928,2021-05-20,shipped,debit_card,standard,6.99,,,2021-05-21,,False
500190,417527,2022-09-21,delivered,debit_card,standard,6.99,15,,2022-09-25,2022-09-30,False
545129,498657,2023-12-28,delivered,paypal,next_day,4.99,,,2024-01-01,2024-01-11,False
545392,441674,2022-02-02,delivered,bank_transfer,standard,4.99,,,2022-02-04,2022-02-07,False
571382,446890,2023-03-09,shipped,credit_card,standard,9.99,0,,2023-03-14,,False
597253,408566,2023-06-22,processing,paypal,standard,3.99,,,,,False
510361,400560,2022-12-14,returned,paypal,standard,9.99,,SAVE6,2022-12-16,,False
595540,464043,2021-11-25,returned,apple_pay,standard,3.99,15,,2021-11-28,,False
596548,433708,2024-02-05,shipped,paypal,express,9.99,,SAVE11,2024-02-06,,False
512509,469803,2024-07-23,processing,credit_card,express,9.99,20,,,,False
542068,455280,2023-08-02,delivered,debit_card,standard,3.99,15,,2023-08-03,2023-08-10,False
559230,454008,2021-11-14,processing,credit_card,standard,14.99,,,,,False
534153,435974,2023-12-17,delivered,paypal,click_and_collect,14.99,,SAVE14,2023-12-18,2023-12-26,False
535553,439748,2021-06-04,delivered,paypal,economy,6.99,,,2021-06-07,2021-06-14,False
594150,478010,2024-07-17,delivered,credit_card,standard,4.99,,SAVE17,2024-07-20,2024-07-26,False
581153,481889,2021-08-24,processing,bank_transfer,click_and_collect,0,25,,,,False
551432,427405,2023-12-19,delivered,google_pay,economy,6.99,,,2023-12-24,2023-12-26,False
587697,440107,2022-08-20,pending,bank_transfer,standard,14.99,0,,,,False
547938,481376,2022-03-14,delivered,credit_card,standard,0,,,2022-03-18,2022-03-24,False
532620,428986,2022-01-01,shipped,google_pay,economy,4.99,0,,2022-01-03,,True
578941,443877,2022-08-24,delivered,google_pay,standard,14.99,,,2022-08-26,2022-09-01,False
587347,464597,2021-05-18,shipped,paypal,express,0,,,2021-05-21,,False
515331,444669,2024-09-06,processing,credit_card,express,9.99,,,,,False
552215,460415,2021-11-28,delivered,paypal,standard,3.99,,,2021-12-02,2021-12-05,True
506146,437401,2021-05-10,delivered,bank_transfer,next_day,9.99,,SAVE10,2021-05-13,2021-05-23,False
584752,463346,2024-04-14,shipped,apple_pay,standard,4.99,,,2024-04-19,,False
564473,433708,2023-05-13,delivered,debit_card,economy,6.99,,,2023-05-16,2023-05-21,False
561970,411094,2023-08-18,delivered,bank_transfer,standard,3.99,5,,2023-08-20,2023-08-25,False
500352,428773,2023-07-09,shipped,paypal,click_and_collect,9.99,,,2023-07-11,,False
506629,415765,2021-12-24,delivered,paypal,express,14.99,,,2021-12-29,2022-01-01,False
537362,436848,2022-10-14,delivered,paypal,express,9.99,,,2022-10-15,2022-10-19,False
501482,426263,2024-09-24,delivered,bank_transfer,standard,14.99,,,2024-09-29,2024-10-01,False
577048,407954,2021-07-14,delivered,credit_card,express,9.99,,SAVE8,2021-07-17,2021-07-27,False
532221,444352,2022-11-23,delivered,credit_card,express,4.99,,,2022-11-28,2022-11-30,False
501651,410740,2023-05-15,shipped,credit_card,express,6.99,,,2023-05-17,,False
593955,494219,2023-03-13,delivered,google_pay,economy,14.99,20,,2023-03-16,2023-03-19,False
540826,433708,2023-04-24,delivered,debit_card,standard,14.99,25,,2023-04-29,2023-05-09,False
541803,436429,2022-08-05,returned,debit_card,standard,9.99,5,,2022-08-07,,False
540862,442636,2024-09-03,delivered,debit_card,standard,9.99,,,2024-09-04,2024-09-07,False
515365,439738,2023-03-11,processing,credit_card,next_day,9.99,25,,,,False
570723,474393,2023-11-26,returned,paypal,standard,4.99,,,2023-11-28,,False
536214,446900,2023-07-14,processing,apple_pay,economy,9.99,20,,,,False
502408,408965,2021-08-31,delivered,credit_card,express,9.99,,,2021-09-04,2021-09-05,False
599764,458226,2024-07-31,pending,credit_card,economy,14.99,15,SAVE30,,,False
579194,407181,2023-10-18,delivered,debit_card,standard,4.99,25,,2023-10-23,2023-10-30,False
593302,466666,2021-08-15,shipped,paypal,standard,9.99,,SAVE16,2021-08-16,,False
571556,484399,2023-07-14,cancelled,paypal,standard,6.99,,,,,False
519609,432884,2024-05-21,delivered,debit_card,click_and_collect,0,,,2024-05-25,2024-05-29,False
523358,406797,2023-11-04,delivered,paypal,express,0,,,2023-11-06,2023-11-13,False
510673,493018,2024-04-03,processing,paypal,standard,9.99,,,,,False
570730,469784,2021-09-01,delivered,credit_card,click_and_collect,0,0,SAVE22,2021-09-05,2021-09-06,False
503163,425507,2021-02-13,delivered,debit_card,express,4.99,25,,2021-02-16,2021-02-18,False
589256,465382,2023-07-28,delivered,apple_pay,economy,0,,,2023-08-01,2023-08-06,False
527394,491544,2022-10-12,processing,credit_card,click_and_collect,14.99,,,,,False
577144,424369,2024-06-08,delivered,credit_card,express,0,5,SAVE21,2024-06-10,2024-06-11,False
550150,407721,2021-06-22,processing,debit_card,express,14.99,25,,,,False
551597,441035,2021-11-15,delivered,paypal,standard,6.99,0,,2021-11-16,2021-11-25,False
596785,484365,2022-12-28,pending,bank_transfer,click_and_collect,6.99,,,,,True
595864,421344,2022-07-06,processing,debit_card,standard,14.99,,,,,False
505230,427871,2022-12-07,delivered,apple_pay,economy,3.99,,,2022-12-10,2022-12-14,False
531266,481735,2022-06-30,cancelled,debit_card,standard,14.99,,SAVE12,,,True
567337,439677,2021-06-11,shipped,paypal,click_and_collect,6.99,,,2021-06-16,,False
548725,403404,2021-11-14,delivered,paypal,express,6.99,0,SAVE18,2021-11-19,2021-11-26,False
572703,404797,2022-09-23,delivered,credit_card,express,3.99,,,2022-09-26,2022-10-04,False
552342,495402,2021-10-08,returned,paypal,standard,4.99,25,,2021-10-10,,False
589717,417143,2023-05-10,delivered,credit_card,express,14.99,0,SAVE10,2023-05-14,2023-05-23,False
536529,403945,2023-01-07,processing,google_pay,standard,6.99,10,,,,False
590881,400256,2021-01-21,delivered,credit_card,standard,9.99,,SAVE7,2021-01-22,2021-01-31,False
597483,443017,2021-06-01,delivered,debit_card,standard,0,,,2021-06-03,2021-06-11,False
502757,432133,2022-02-01,delivered,credit_card,express,0,,SAVE26,2022-02-03,2022-02-06,True
586516,428152,2023-06-02,delivered,debit_card,next_day,14.99,,,2023-06-04,2023-06-11,False
558302,427556,2024-09-25,delivered,debit_card,express,14.99,20,,2024-09-26,2024-09-27,False
570015,442157,2022-01-08,delivered,credit_card,express,4.99,15,,2022-01-12,2022-01-15,True
570842,407928,2021-12-26,delivered,credit_card,standard,6.99,,SAVE18,2021-12-31,2022-01-09,False
501631,466467,2023-11-15,returned,credit_card,economy,6.99,,SAVE5,2023-11-16,,False
519864,429850,2021-10-28,delivered,credit_card,standard,9.99,,,2021-10-31,2021-11-10,False
551346,491025,2023-10-29,pending,credit_card,click_and_collect,6.99,,,,,False
542165,430554,2023-04-14,returned,debit_card,express,0,25,,2023-04-15,,False
520637,422745,2023-11-01,returned,apple_pay,click_and_collect,9.99,,,2023-11-06,,False
579702,494084,2021-12-13,delivered,paypal,economy,6.99,,SAVE16,2021-12-17,2021-12-24,False
591463,474393,2024-06-25,cancelled,paypal,standard,14.99,,SAVE29,,,False
544295,418919,2022-07-15,delivered,debit_card,click_and_collect,6.99,,SAVE26,2022-07-17,2022-07-19,False
511867,437401,2023-01-12,shipped,debit_card,click_and_collect,14.99,,,2023-01-14,,False
550087,439677,2021-01-05,delivered,debit_card,standard,9.99,,SAVE12,2021-01-09,2021-01-18,True
537025,424987,2024-06-16,delivered,apple_pay,standard,0,,,2024-06-18,2024-06-19,False
590708,469853,2022-01-27,cancelled,paypal,standard,6.99,,,,,False
557321,472938,2021-05-30,delivered,debit_card,express,14.99,15,SAVE14,2021-06-01,2021-06-03,False
592968,407947,2021-12-07,delivered,google_pay,click_and_collect,4.99,,SAVE28,2021-12-08,2021-12-13,False
578684,488103,2021-02-03,delivered,paypal,express,4.99,,,2021-02-08,2021-02-09,False
527085,466160,2023-09-02,delivered,debit_card,standard,3.99,,,2023-09-07,2023-09-16,False
526702,431870,2023-12-12,delivered,credit_card,click_and_collect,6.99,15,,2023-12-16,2023-12-19,False
594683,425124,2024-05-07,delivered,paypal,next_day,0,,,2024-05-08,2024-05-10,False
531028,472938,2023-12-08,delivered,apple_pay,next_day,9.99,5,,2023-12-09,2023-12-16,False
544898,462459,2021-08-09,delivered,debit_card,express,14.99,,SAVE12,2021-08-13,2021-08-15,False
594481,406930,2021-02-12,returned,credit_card,express,4.99,,,2021-02-16,,False
554725,449054,2023-06-28,delivered,paypal,standard,0,,SAVE12,2023-06-30,2023-07-05,False
517321,401296,2022-08-31,delivered,google_pay,express,9.99,,,2022-09-03,2022-09-07,False
526225,490880,2023-12-13,delivered,credit_card,standard,0,0,,2023-12-16,2023-12-17,False
507273,463691,2023-06-09,delivered,paypal,standard,9.99,5,,2023-06-14,2023-06-16,False
579285,442336,2022-08-21,delivered,credit_card,standard,0,,SAVE16,2022-08-24,2022-08-30,False
561397,434257,2024-03-14,delivered,credit_card,standard,3.99,25,,2024-03-18,2024-03-20,False
539319,401390,2023-07-26,delivered,credit_card,click_and_collect,3.99,,,2023-07-28,2023-08-02,False
534556,465767,2021-11-26,delivered,credit_card,standard,3.99,,,2021-11-28,2021-11-29,False
502708,418931,2022-07-12,cancelled,credit_card,next_day,6.99,,,,,False
565947,409664,2021-06-09,pending,paypal,standard,3.99,,,,,False
566483,442636,2023-02-09,delivered,paypal,standard,3.99,0,SAVE21,2023-02-14,2023-02-19,False
507002,489201,2021-08-31,delivered,credit_card,economy,9.99,,,2021-09-02,2021-09-08,False
599888,406376,2022-02-07,processing,credit_card,standard,3.99,,,,,False
556623,478250,2024-02-16,shipped,credit_card,standard,14.99,,,2024-02-18,,False
563882,438155,2021-11-17,delivered,paypal,express,9.99,5,SAVE8,2021-11-21,2021-11-29,False
505579,463012,2021-10-01,delivered,bank_transfer,standard,9.99,,,2021-10-03,2021-10-05,False
566268,407134,2023-06-28,delivered,credit_card,express,0,,,2023-06-30,2023-07-04,False
594350,438155,2024-06-15,delivered,credit_card,next_day,9.99,,,2024-06-16,2024-06-19,False
579314,496457,2023-04-28,processing,credit_card,next_day,14.99,,,,,False
573189,431870,2021-01-14,delivered,google_pay,express,14.99,,,2021-01-19,2021-01-28,False
563303,413019,2022-03-11,delivered,credit_card,standard,4.99,,,2022-03-14,2022-03-19,False
505578,493184,2024-02-02,cancelled,paypal,express,6.99,0,,,,False
578195,462368,2024-05-21,delivered,paypal,express,0,,,2024-05-23,2024-05-28,False
522044,497676,2022-09-16,shipped,paypal,standard,9.99,,,2022-09-21,,False
505377,481889,2022-03-01,processing,credit_card,standard,4.99,10,,,,False
589063,499327,2021-10-20,delivered,credit_card,standard,14.99,,,2021-10-22,2021-10-29,False
593800,493871,2023-07-11,delivered,credit_card,standard,4.99,20,,2023-07-12,2023-07-17,False
515398,419472,2022-06-29,delivered,credit_card,standard,4.99,0,,2022-06-30,2022-07-08,False
578575,445433,2023-07-05,delivered,debit_card,click_and_collect,3.99,5,SAVE23,2023-07-09,2023-07-15,False
591657,434313,2022-04-13,delivered,bank_transfer,standard,9.99,,,2022-04-17,2022-04-18,False
580626,413274,2021-06-19,delivered,paypal,standard,9.99,,SAVE11,2021-06-22,2021-06-30,False
512144,497003,2021-02-26,cancelled,paypal,express,3.99,25,,,,False
570890,440107,2021-02-24,delivered,debit_card,economy,3.99,,,2021-02-27,2021-03-06,False
594750,488029,2022-06-08,delivered,credit_card,click_and_collect,4.99,5,,2022-06-09,2022-06-13,False
590800,491010,2022-03-25,delivered,credit_card,economy,4.99,5,,2022-03-29,2022-04-02,False
582470,414544,2021-03-17,processing,paypal,click_and_collect,3.99,,,,,False
536981,416926,2024-05-13,delivered,debit_card,express,4.99,,,2024-05-16,2024-05-24,False
529144,425124,2021-05-17,processing,debit_card,click_and_collect,3.99,,,,,True
510336,478010,2021-05-23,delivered,paypal,standard,0,20,,2021-05-27,2021-06-04,False
512042,465213,2024-03-08,cancelled,paypal,next_day,9.99,,,,,False
526174,449570,2021-12-07,delivered,debit_card,standard,14.99,,SAVE27,2021-12-12,2021-12-17,False
589227,407667,2022-05-08,returned,google_pay,click_and_collect,4.99,,SAVE14,2022-05-12,,False
519039,400676,2022-02-15,cancelled,paypal,express,3.99,0,SAVE25,,,False
551091,440481,2022-01-20,shipped,debit_card,express,14.99,,SAVE13,2022-01-24,,False
549620,499486,2022-01-16,delivered,debit_card,next_day,0,10,SAVE13,2022-01-21,2022-01-29,False
513141,444514,2022-10-05,processing,debit_card,standard,3.99,,,,,False
512615,443870,2022-05-14,delivered,credit_card,click_and_collect,4.99,,SAVE5,2022-05-17,2022-05-26,False
543946,409556,2023-07-07,delivered,debit_card,next_day,0,,,2023-07-12,2023-07-18,False
570400,429431,2023-06-09,shipped,paypal,standard,9.99,25,,2023-06-14,,True
536133,429829,2023-02-07,delivered,paypal,express,14.99,25,,2023-02-12,2023-02-13,False
572554,474473,2024-02-07,delivered,debit_card,click_and_collect,0,,,2024-02-09,2024-02-13,False
544368,443403,2022-06-04,delivered,credit_card,standard,4.99,10,,2022-06-06,2022-06-13,False
573515,413019,2021-08-13,cancelled,apple_pay,standard,4.99,,,,,False
506166,491544,2023-02-18,cancelled,bank_transfer,click_and_collect,4.99,,,,,True
544945,485420,2024-02-17,shipped,paypal,standard,6.99,0,SAVE10,2024-02-20,,False
521365,422825,2023-03-10,processing,credit_card,economy,6.99,5,,,,False
531584,463539,2024-04-30,delivered,paypal,standard,6.99,,,2024-05-05,2024-05-12,False
524441,481735,2021-10-01,cancelled,credit_card,standard,4.99,20,SAVE25,,,False
586263,489516,2021-08-22,delivered,credit_card,economy,14.99,,SAVE28,2021-08-23,2021-08-27,False
515637,451744,2021-04-03,delivered,paypal,standard,3.99,20,SAVE22,2021-04-06,2021-04-07,False
514606,499486,2023-09-02,delivered,credit_card,next_day,9.99,5,SAVE30,2023-09-04,2023-09-05,False
577856,473328,2021-07-08,shipped,bank_transfer,standard,4.99,10,,2021-07-12,,False
586009,470455,2021-01-03,delivered,google_pay,standard,0,,,2021-01-07,2021-01-12,False
552858,456202,2021-09-14,delivered,credit_card,standard,3.99,,,2021-09-19,2021-09-25,False
504239,466115,2023-06-04,delivered,credit_card,click_and_collect,9.99,,,2023-06-06,2023-06-15,False
538701,458973,2024-01-13,delivered,debit_card,standard,14.99,,,2024-01-18,2024-01-20,False
559614,454008,2022-05-26,delivered,google_pay,next_day,14.99,,SAVE14,2022-05-31,2022-06-05,False
588111,452928,2021-07-07,delivered,paypal,standard,9.99,15,,2021-07-12,2021-07-17,False
520831,455498,2023-10-30,processing,bank_transfer,next_day,0,,SAVE30,,,False
519233,493184,2022-11-24,returned,paypal,standard,0,10,,2022-11-25,,False
502371,444540,2022-06-25,delivered,paypal,express,3.99,,,2022-06-27,2022-06-28,False
541096,456848,2023-11-05,delivered,debit_card,standard,14.99,25,,2023-11-07,2023-11-17,False
529607,425146,2023-12-05,delivered,apple_pay,standard,0,,SAVE30,2023-12-10,2023-12-12,False
578724,432053,2021-01-30,processing,credit_card,economy,6.99,,,,,False
561654,427936,2023-06-26,delivered,paypal,standard,9.99,15,,2023-06-27,2023-07-05,False
588882,406005,2023-06-12,shipped,paypal,economy,3.99,,,2023-06-13,,True
500918,408526,2024-03-11,processing,bank_transfer,next_day,9.99,,,,,False
562396,476767,2021-07-21,shipped,credit_card,standard,0,,SAVE15,2021-07-26,,False
562574,406054,2022-11-13,delivered,google_pay,standard,14.99,,,2022-11-16,2022-11-24,False
535735,438150,2021-07-12,shipped,debit_card,standard,3.99,,,2021-07-17,,False
547626,483422,2023-08-08,delivered,debit_card,express,3.99,,,2023-08-12,2023-08-22,False
593214,416176,2023-12-05,shipped,debit_card,standard,9.99,0,,2023-12-08,,False
536505,447378,2022-07-08,delivered,paypal,express,4.99,,,2022-07-11,2022-07-13,False
538832,403945,2022-04-06,delivered,paypal,next_day,14.99,,,2022-04-09,2022-04-19,False
562947,418878,2024-03-17,delivered,bank_transfer,click_and_collect,9.99,10,,2024-03-18,2024-03-20,False
595211,445433,2023-03-09,shipped,paypal,standard,9.99,15,,2023-03-14,,False
591517,489884,2023-07-21,delivered,credit_card,standard,4.99,,SAVE23,2023-07-25,2023-07-29,False
507432,481163,2023-10-11,delivered,apple_pay,standard,9.99,,,2023-10-14,2023-10-16,False
569707,401118,2023-05-26,delivered,credit_card,standard,9.99,20,,2023-05-29,2023-05-31,False
588984,454732,2022-11-06,returned,debit_card,click_and_collect,4.99,,,2022-11-10,,False
588986,427556,2022-04-04,delivered,credit_card,click_and_collect,0,,,2022-04-06,2022-04-10,False
518033,439252,2024-03-21,delivered,credit_card,standard,6.99,25,,2024-03-25,2024-04-04,False
583961,407181,2021-10-31,delivered,bank_transfer,standard,6.99,,,2021-11-05,2021-11-12,False
525780,455982,2024-06-25,delivered,apple_pay,standard,0,,,2024-06-29,2024-07-05,False
510476,406005,2021-05-11,processing,paypal,standard,9.99,,SAVE24,,,False
558168,409664,2022-09-24,cancelled,credit_card,standard,6.99,20,SAVE21,,,False
598397,442949,2023-03-30,shipped,paypal,standard,6.99,,,2023-04-03,,False
508326,423461,2021-03-28,processing,google_pay,economy,6.99,,,,,False
537915,485362,2021-02-26,shipped,bank_transfer,next_day,0,15,,2021-03-03,,False
551170,464092,2023-04-20,delivered,credit_card,click_and_collect,6.99,,,2023-04-21,2023-04-28,False
597766,430704,2024-08-22,delivered,debit_card,click_and_collect,3.99,15,,2024-08-26,2024-08-31,False
509624,476541,2022-11-01,delivered,credit_card,express,14.99,,,2022-11-03,2022-11-11,False
580948,461156,2022-10-13,delivered,debit_card,express,0,15,,2022-10-18,2022-10-19,False
575011,432239,2021-10-31,delivered,credit_card,standard,14.99,,SAVE27,2021-11-04,2021-11-11,False
544427,496457,2022-10-10,delivered,debit_card,economy,14.99,25,,2022-10-12,2022-10-15,False
595577,447216,2022-06-12,delivered,paypal,express,0,,,2022-06-14,2022-06-19,False
531965,484587,2023-03-28,delivered,paypal,economy,14.99,,SAVE7,2023-03-29,2023-04-08,False
575573,451891,2021-01-27,delivered,paypal,next_day,4.99,15,,2021-01-28,2021-02-01,False
535690,471188,2023-11-07,pending,paypal,standard,9.99,,,,,False
555210,486805,2023-08-18,delivered,debit_card,express,0,0,SAVE5,2023-08-23,2023-08-29,False
563690,473196,2022-07-11,delivered,paypal,next_day,4.99,0,,2022-07-13,2022-07-22,False
550788,434029,2023-09-15,delivered,paypal,standard,4.99,,,2023-09-16,2023-09-20,False
553500,483637,2024-04-29,delivered,paypal,next_day,9.99,20,SAVE15,2024-04-30,2024-05-05,False
517336,491480,2023-11-23,delivered,debit_card,economy,14.99,,,2023-11-27,2023-12-03,False
553404,466666,2023-04-17,delivered,paypal,standard,14.99,10,,2023-04-19,2023-04-27,False
523567,482554,2024-03-08,cancelled,paypal,standard,14.99,15,,,,False
532531,408965,2022-05-16,shipped,paypal,next_day,14.99,,SAVE10,2022-05-17,,False
542823,484012,2021-12-21,delivered,credit_card,express,0,,,2021-12-22,2021-12-28,False
599476,477003,2022-12-17,shipped,google_pay,express,4.99,,,2022-12-19,,False
